22	10673877	10679589	2	2	0	0	1	22
22	10767487	10776619	2	2	0	1	0	31
22	11335508	11344143	2	2	0	0	1	20
22	12544439	12633987	1	1	0	0	2	31
22	15214851	15223853	2	2	0	0	1	26
22	16168027	16188604	2	2	0	0	1	22
22	16611894	16614076	1	1	1	1	0	24
22	16980040	17029153	2	2	0	0	1	14
22	17005901	17029153	2	2	0	0	1	14
22	17212510	17244959	1	1	0	0	1	17
22	17219806	17223616	2	2	0	0	1	28
22	17378127	17378439	1	1	0	1	0	23
22	17447178	17490577	1	1	0	0	1	31
22	17519873	17528617	2	2	0	1	0	18
22	17533103	17544283	1	1	0	0	1	12
22	17537780	17583730	1	1	0	0	1	16
22	17569286	17597954	1	3	0	0	1	27
22	18017357	18055025	1	1	0	0	1	29
22	18027814	18039684	1	1	0	1	0	20
22	18049275	18055025	1	1	0	0	1	29
22	18104397	18149325	2	2	0	0	1	13
22	18354174	18392747	1	1	0	0	1	18
22	18526183	18554177	1	1	0	1	0	12
22	19105247	19141912	2	2	0	0	1	25
22	19315237	19322743	1	1	0	0	1	16
22	19421080	19466571	2	2	0	0	1	16
22	19425766	19466571	2	2	0	0	1	16
22	19932036	19951233	2	2	0	0	1	17
22	20073135	20078119	1	1	0	0	1	14
22	20562516	20573099	2	2	0	0	1	25
22	20705769	20722435	2	2	0	0	1	16
22	20881486	20910545	2	2	0	1	0	28
22	21533896	21540303	2	2	0	0	1	24
22	22505339	22510901	1	1	0	0	1	23
22	23142564	23146434	2	2	0	0	1	18
22	23146461	23194660	2	2	0	0	1	19
22	23163043	23191063	2	2	0	1	0	21
22	23423954	23427361	1	1	0	0	1	19
22	23491782	23516159	1	1	0	0	1	26
22	23615143	23618942	1	1	0	0	1	29
22	23903628	23907649	2	6	0	0	1	12
22	24110046	24135264	2	2	0	0	1	15
22	24545797	24546154	1	1	0	0	1	20
22	24560540	24570913	1	1	0	1	0	29
22	24777102	24788850	1	1	0	0	1	24
22	24782232	24788847	2	2	0	0	1	27
22	24815649	24851004	1	1	0	0	1	26
22	24816641	24852678	1	1	0	0	1	28
22	24883041	24899664	1	1	0	0	1	23
22	24987365	25009775	1	1	0	1	0	24
22	25006282	25011885	2	2	0	0	1	29
22	25033722	25052859	1	1	0	0	1	17
22	25286187	25325991	1	1	0	0	1	28
22	25441613	25464615	1	1	0	0	1	29
22	25700834	25735576	2	2	0	0	1	22
22	26323537	26329371	1	1	0	0	1	22
22	27123542	27144900	2	2	0	0	1	24
22	27519698	27532647	2	2	0	0	1	21
22	27522270	27532647	2	2	0	0	1	21
22	27932063	27944904	2	2	0	0	1	13
22	28101433	28118273	2	2	0	0	1	14
22	28168702	28196317	2	2	0	0	2	22
22	28168702	28214160	2	2	0	0	2	22
22	28648010	28663033	1	1	0	0	1	30
22	28708733	28723367	1	1	0	0	1	28
22	28723473	28741024	2	2	0	1	0	18
22	28757256	28759094	1	1	0	0	1	23
22	28777261	28783276	1	1	0	0	1	15
22	28778390	28820651	2	2	0	1	0	28
22	28847651	28859015	2	2	0	1	0	24
22	28902080	28919649	1	1	0	0	1	26
22	29117337	29133017	1	1	0	0	1	22
22	29139735	29161468	2	2	0	0	1	23
22	29222585	29263360	1	1	0	0	1	21
22	29241570	29263360	1	1	0	0	1	21
22	29263226	29263360	1	1	0	0	1	21
22	29378645	29383495	1	1	0	0	1	30
22	29439504	29457061	1	1	0	0	1	22
22	29614229	29614363	1	1	0	1	0	18
22	29791157	29808900	2	2	0	0	1	20
